ds,Actual_TOT_PAID,Prediction_TOT_PAID,Prediction_TOT_PAID_lower,Prediction_TOT_PAID_upper,source,Actual_BUDGET_AMT,Forecast_BUDGET_AMT,Actual_NBR_MURDER,Forecast_NBR_MURDER,model_run_datetime
2011-04-30,1489878.86,2160283.222921916,1709318.9396690244,2606672.546641901,Fitted,3629805.06,2202063.017636281,16.0,11.403130517284959,2025-03-22 17:40:35
2011-05-31,1922713.79,2039558.0737197716,1563822.0519967773,2519357.0001972537,Fitted,1724956.61,2133532.276861382,8.0,11.417865004787446,2025-03-22 17:40:35
2011-06-30,2378873.09,1908730.9876376651,1456277.9133460468,2406282.722622674,Fitted,2623665.5,2116555.4510083064,12.0,11.922715611363136,2025-03-22 17:40:35
2011-07-31,1853901.62,2169263.7448110133,1704520.4579464542,2642690.8458517473,Fitted,2626410.66,2009281.602601204,9.0,7.043197851184614,2025-03-22 17:40:35
2011-08-31,2024100.54,1746620.8245957205,1297195.262441607,2212786.869416775,Fitted,1995629.23,2038280.3901879322,17.0,8.309321834013945,2025-03-22 17:40:35
2011-09-30,1329445.24,1598590.2780336689,1149989.269704383,2032152.5106232879,Fitted,3465521.97,2269654.6782597713,20.0,11.4177158182668,2025-03-22 17:40:35
2011-10-31,1865240.64,1756038.386513943,1277156.9174283878,2231358.268835843,Fitted,1792970.42,2119086.8531989777,9.0,10.879667258169976,2025-03-22 17:40:35
2011-11-30,2159360.43,1890262.5298729606,1448397.5773490441,2357442.987199607,Fitted,1924099.546,2317081.8188780886,16.0,10.800640821510086,2025-03-22 17:40:35
2011-12-31,1356333.85,1880864.7606536685,1428652.9383852582,2355606.0889902944,Fitted,1790695.5,1839047.3382621277,6.0,8.411863215629918,2025-03-22 17:40:35
2012-01-31,1692342.47,2064898.607352335,1601589.8199728047,2543847.415008098,Fitted,1337685.21,2362602.8103955192,8.0,10.967967584573296,2025-03-22 17:40:35
2012-02-29,2208069.26,1975088.1252265498,1512841.010316928,2430884.1462061205,Fitted,1815549.91,2264212.494194405,13.0,10.995160175002807,2025-03-22 17:40:35
2012-03-31,1909207.0,2018848.657123058,1574945.481412661,2493346.7550361305,Fitted,2238235.9,2454344.265323682,17.0,12.764310204894283,2025-03-22 17:40:35
2012-04-30,2872070.97,2157289.853054325,1700133.020982878,2605857.365862924,Fitted,2064924.92,2287088.8949530832,12.0,11.840474463991121,2025-03-22 17:40:35
2012-05-31,2017235.18,2050611.7901010073,1567881.732464191,2509378.955480128,Fitted,1387912.58,2151437.573986682,10.0,11.968892830542368,2025-03-22 17:40:35
2012-06-30,2030150.39,1898205.1011730277,1415872.7346778817,2355086.6804257175,Fitted,2203039.23,2189194.25707727,9.0,12.334166414618434,2025-03-22 17:40:35
2012-07-31,2156175.11,2148286.297726471,1661616.4008986675,2604801.034780177,Fitted,1510063.18,2050016.8420663876,12.0,7.911866061082984,2025-03-22 17:40:35
2012-08-31,2104838.76,1762251.8405030426,1302501.9455458412,2196698.06253594,Fitted,2852607.3,2076819.3421482465,14.0,8.607956092922496,2025-03-22 17:40:35
2012-09-30,1239605.6,1650862.1090205093,1191437.5476055227,2119990.267802392,Fitted,2982185.85,2282969.590939525,8.0,11.397463124750693,2025-03-22 17:40:35
2012-10-31,1813201.08,1759053.070953173,1291185.100913238,2238782.978020765,Fitted,1831774.12,2110605.2214395367,9.0,11.660769185270569,2025-03-22 17:40:35
2012-11-30,1964663.18,1874974.5136574,1445395.9883453466,2339986.727954874,Fitted,3229496.07,2403820.8118609767,14.0,11.418642169666438,2025-03-22 17:40:35
2012-12-31,1705037.78,1847879.9346649505,1396038.7766534074,2283936.8270610315,Fitted,3051046.44,1899162.0340365567,12.0,9.344361381406758,2025-03-22 17:40:35
2013-01-31,1654993.05,2097513.22818869,1648996.453866564,2546296.681221051,Fitted,1619809.81,2445445.5462761214,10.0,10.934286642148964,2025-03-22 17:40:35
2013-02-28,2364079.84,1975096.9291399273,1500637.088324829,2437787.773999822,Fitted,2386270.9,2322087.36839911,11.0,11.452841398778052,2025-03-22 17:40:35
2013-03-31,900197.95,2024124.8771785162,1544919.1430861359,2473105.6410068404,Fitted,2377410.52,2506055.6586665213,10.0,13.23445712371169,2025-03-22 17:40:35
2013-04-30,2671204.95,2166419.831533074,1706456.541084163,2621922.8308222895,Fitted,2164948.38,2310352.3858811925,13.0,12.34851320002895,2025-03-22 17:40:35
2013-05-31,1656952.45,2054997.0152467268,1609414.4307382207,2536698.7977089975,Fitted,1925505.81,2196877.211924995,14.0,12.439233649047654,2025-03-22 17:40:35
2013-06-30,1981714.48,1909717.5166704068,1459100.2999312442,2352064.219366996,Fitted,1754634.66,2216411.5509166527,13.0,12.85241640480071,2025-03-22 17:40:35
2013-07-31,2596199.19,2163767.860388612,1704186.2272572506,2643011.757734591,Fitted,1952435.36,2087553.3421257364,12.0,8.273159489378921,2025-03-22 17:40:35
2013-08-31,2160295.18,1765506.07575732,1301159.5232490692,2243489.7754918276,Fitted,2236453.92,2115079.1487987293,8.0,9.157596773988997,2025-03-22 17:40:35
2013-09-30,1513882.32,1641414.9268431384,1188962.8585637452,2119120.3589288425,Fitted,1369729.94,2329865.4549937085,8.0,12.060905853446815,2025-03-22 17:40:35
2013-10-31,1632396.88,1765792.7411026405,1321470.3052956767,2200981.0260161557,Fitted,3025887.28,2165171.5332239526,25.0,12.058138868817164,2025-03-22 17:40:35
2013-11-30,2294279.0,1888054.5137604324,1434237.441062337,2361598.9402007065,Fitted,1421532.25,2426828.238322916,11.0,11.867262100922614,2025-03-22 17:40:35
2013-12-31,2172848.61,1867239.545512501,1406746.7646724533,2336508.283545635,Fitted,1427626.49,1930301.7554661944,11.0,9.682881022977423,2025-03-22 17:40:35
2014-01-31,1644101.03,2095185.2645126232,1620913.639945294,2555649.848852995,Fitted,3507401.86,2468903.4062073273,10.0,11.596875331162726,2025-03-22 17:40:35
2014-02-28,1641647.36,1975229.7290924168,1517721.751856384,2420414.811680546,Fitted,1841224.41,2380299.290738606,13.0,11.908634071761924,2025-03-22 17:40:35
2014-03-31,2156105.37,2029589.6861340536,1532874.3080501026,2502239.516547851,Fitted,3266199.09,2557269.472695065,13.0,13.703858453901196,2025-03-22 17:40:35
2014-04-30,2222263.14,2175563.986482859,1690398.7175778714,2667741.5481142197,Fitted,2358043.45,2333403.4516555946,11.0,12.856361526266348,2025-03-22 17:40:35
2014-05-31,1709731.4,2059457.5301285926,1594222.8891706385,2519004.4053763975,Fitted,2031113.489,2242306.6174255367,15.0,12.909180669719499,2025-03-22 17:40:35
2014-06-30,2056515.37,1921374.6352670258,1444977.8768855305,2409948.8830579915,Fitted,2094661.68,2243592.1042660982,9.0,13.368881355259617,2025-03-22 17:40:35
2014-07-31,2167779.74,2178908.8404356604,1737571.9147553435,2635989.5173673714,Fitted,3607457.13,2125371.4747465863,13.0,8.637185555054407,2025-03-22 17:40:35
2014-08-31,2164246.54,1768437.9580325729,1313754.6594330382,2249919.3822080814,Fitted,1138014.36,2153632.2542609936,5.0,9.711718820776813,2025-03-22 17:40:35
2014-09-30,1638343.97,1632129.7878915542,1169579.8724342196,2109441.9461801783,Fitted,2057333.71,2376830.484467845,13.0,12.721356638254377,2025-03-22 17:40:35
2014-10-31,1643687.01,1772933.1606191134,1286491.8864776834,2211367.6599053508,Fitted,3876312.01,2219402.734417241,9.0,12.451374345233129,2025-03-22 17:40:35
2014-11-30,1801718.81,1901300.363307529,1412136.306109036,2360875.85778524,Fitted,1260767.63,2449306.8133129543,5.0,12.314845430729362,2025-03-22 17:40:35
2014-12-31,2229873.87,1886385.2813458005,1410815.1385739804,2374482.843886669,Fitted,2534111.84,1961655.79273555,13.0,10.025629568863279,2025-03-22 17:40:35
2015-01-31,1652092.58,2092456.5853975434,1621854.7794431285,2562303.278019583,Fitted,1956282.453,2492682.556338992,13.0,12.261789048893721,2025-03-22 17:40:35
2015-02-28,1812800.17,1975497.1976125422,1495523.363736796,2425672.9331218945,Fitted,3181166.224,2438822.5701927077,12.0,12.36252436971364,2025-03-22 17:40:35
2015-03-31,2280071.14,2035244.3980353188,1555782.5098994118,2541839.038525153,Fitted,2792862.4,2607968.4729753607,15.0,14.172530765943913,2025-03-22 17:40:35
2015-04-30,2268000.62,2184718.964802542,1706687.6335959763,2694348.987567834,Fitted,2036438.798,2356257.1880771364,13.0,13.364016986971293,2025-03-22 17:40:35
2015-05-31,2296895.1,2063993.8146312623,1584765.7596141875,2530959.634923497,Fitted,3073630.96,2287726.4469754566,13.0,13.378751487798832,2025-03-22 17:40:35
2015-06-30,2560899.1,1933166.7276115275,1471799.7609860199,2401518.8220148063,Fitted,2293476.359,2270749.6208060747,11.0,13.883602107267214,2025-03-22 17:40:35
2015-07-31,2921974.55,2193699.483815862,1755545.6542902,2646367.5015033754,Fitted,2004424.244,2163475.7720720507,6.0,9.004084360412453,2025-03-22 17:40:35
2015-08-31,2162138.14,1771056.5626315407,1344516.2719513979,2254355.610439803,Fitted,2156796.2,2192474.559331839,11.0,10.270208356566231,2025-03-22 17:40:35
2015-09-30,1539331.38,1623026.0151316384,1155699.3500332916,2101173.813048623,Fitted,2090915.083,2423848.847087343,15.0,13.378602353713877,2025-03-22 17:40:35
2015-10-31,1933027.15,1780464.4658100416,1362620.2434874612,2224371.935915867,Fitted,1500551.648,2273281.0217342507,3.0,12.840681921949145,2025-03-22 17:40:35
2015-11-30,1972425.92,1914679.2629091712,1444099.3594380997,2357903.0964122717,Fitted,3941170.846,2471275.987130335,14.0,12.761779480450066,2025-03-22 17:40:35
2015-12-31,1992113.37,1905271.835888076,1428758.4295711815,2402018.0109242103,Fitted,1453386.65,1993241.5062221105,8.0,10.373130002900641,2025-03-22 17:40:35
2016-01-31,2221328.92,2089296.024784727,1631774.9318117197,2561273.8596391347,Fitted,2096546.766,2516796.978063172,17.0,12.929362500177982,2025-03-22 17:40:35
2016-02-29,1660954.45,1999476.507941057,1560760.0482194533,2412929.2723304424,Fitted,1648925.19,2418406.6615885952,10.0,12.956674952595355,2025-03-22 17:40:35
2016-03-31,1940317.92,2043226.2987588844,1549788.0437117128,2492492.7203595545,Fitted,2296818.55,2608538.4324086737,10.0,14.725967482647754,2025-03-22 17:40:35
2016-04-30,1900619.06,2181657.1002410688,1760130.7827325799,2643488.9721151865,Fitted,2330669.011,2441283.061749438,9.0,13.802269643329685,2025-03-22 17:40:35
2016-05-31,1813296.63,2074968.2963570803,1604465.3259010436,2542655.1397008887,Fitted,2193039.19,2305631.7404849897,18.0,13.930830508184028,2025-03-22 17:40:35
2016-06-30,1741400.85,1922551.2129800757,1476013.353671936,2374129.8959404244,Fitted,1764802.379,2343388.4232868757,12.0,14.296241993845134,2025-03-22 17:40:35
2016-07-31,2389991.23,2172621.6686028335,1696181.4100706468,2663142.277621824,Fitted,2944021.215,2204211.007978017,6.0,9.874084138612531,2025-03-22 17:40:35
2016-08-31,1360454.62,1786576.46053721,1343720.8401210029,2231779.8748673405,Fitted,2234798.69,2231013.5229886617,5.0,10.570316713808507,2025-03-22 17:40:35
2016-09-30,2130952.88,1675176.3252294296,1217245.1712168972,2166223.226123246,Fitted,1559861.258,2437163.786271382,8.0,13.359961687379569,2025-03-22 17:40:35
2016-10-31,1560746.86,1783356.5365426855,1287081.301306403,2264435.19762735,Fitted,1926779.928,2264799.4317460437,13.0,13.623410287699931,2025-03-22 17:40:35
2016-11-30,1751660.08,1899267.5754217329,1433880.1012430075,2360794.7317218757,Fitted,3566603.692,2558015.036658953,16.0,13.38142121383842,2025-03-22 17:40:35
2016-12-31,1247216.95,1872162.2458098563,1436327.7582058632,2324858.5326758134,Fitted,1766605.264,2053356.2738091806,15.0,11.307282965379482,2025-03-22 17:40:35
2017-01-31,2283660.72,2121784.788714219,1646661.450936242,2615109.5950998487,Fitted,3084823.166,2599639.801023328,14.0,12.897350765922315,2025-03-22 17:40:35
2017-02-28,2065107.68,1999358.779090698,1569833.2388356524,2465947.9270710438,Fitted,1569254.32,2476281.6367289233,8.0,13.416034272302511,2025-03-22 17:40:35
2017-03-31,1561699.4,2048375.9761357633,1611490.3687338207,2481056.814761837,Fitted,1270808.493,2660249.942034658,6.0,15.197792541603157,2025-03-22 17:40:35
2017-04-30,1501834.04,2190660.526303009,1761748.9684464615,2647670.3496431806,Fitted,2755812.218,2464546.683802391,13.0,14.311986564082524,2025-03-22 17:40:35
2017-05-31,2452080.04,2079226.9590232072,1621129.3049611086,2543321.005197014,Fitted,2387869.87,2351071.5248843157,21.0,14.402849557467505,2025-03-22 17:40:35
2017-06-30,1977013.09,1933937.0562595632,1429468.832795925,2347919.9817900425,Fitted,2397063.113,2370605.8784290208,12.0,14.81617025938267,2025-03-22 17:40:35
2017-07-31,2556370.52,2187976.648874034,1758261.6134114577,2682536.4437990473,Fitted,3006947.783,2241747.6845254223,22.0,10.237055891075967,2025-03-22 17:40:35
2017-08-31,1885803.17,1789704.1131388214,1329279.3808333708,2218710.916406971,Fitted,2672625.422,2269273.506085856,9.0,11.12163572280229,2025-03-22 17:40:35
2017-09-30,1953280.92,1665602.5599304703,1224769.1842779503,2146309.7770937467,Fitted,1497327.189,2484059.826688179,7.0,14.025082751082977,2025-03-22 17:40:35
2017-10-31,1746813.75,1789969.6230861982,1337579.830861378,2263990.691015026,Fitted,2256027.323,2319365.919805861,10.0,14.022458313567865,2025-03-22 17:40:35
2017-11-30,1606243.9,1912220.991449944,1457005.1846931253,2351029.1746842996,Fitted,2090420.503,2581022.6393120363,10.0,13.831719494494877,2025-03-22 17:40:35
2017-12-31,1625741.69,1891395.2721505382,1443853.363970827,2345320.356773126,Fitted,1267262.348,2084496.1713256694,8.0,11.647480963393278,2025-03-22 17:40:35
2018-01-31,2697441.94,2119330.2402222464,1625515.413496929,2601250.535797778,Fitted,3167225.47,2623097.8372152112,10.0,13.561617815377502,2025-03-22 17:40:35
2018-02-28,1615646.79,1999364.9942862035,1550641.372173953,2402281.43795597,Fitted,3607562.054,2534493.735428801,14.0,13.87350530521269,2025-03-22 17:40:35
2018-03-31,2145538.1,2053714.200399496,1590030.7841120795,2525995.2335566706,Fitted,2431429.333,2711463.9325335743,13.0,15.668872231149995,2025-03-22 17:40:35
2018-04-30,2153008.87,2199678.096624112,1706209.633931814,2651810.616303114,Fitted,3239678.403,2487597.9261539807,20.0,14.821513249124965,2025-03-22 17:40:35
2018-05-31,2101930.5,2083560.8893855691,1643579.7610219812,2511958.4418605855,Fitted,2203610.271,2396501.10697355,11.0,14.874474936487877,2025-03-22 17:40:35
2018-06-30,2097268.44,1945467.5904660905,1474105.6779356743,2382772.6599582485,Fitted,1983393.376,2397786.6083493535,19.0,15.334313567532195,2025-03-22 17:40:35
2018-07-31,2592867.81,2202991.0447747223,1752426.6987597216,2652905.211855297,Fitted,1510168.665,2279565.9938492775,8.0,10.60276031101895,2025-03-22 17:40:35
2018-08-31,2015054.33,1792509.4115117572,1288465.7197058608,2252608.446606913,Fitted,2221267.368,2307826.7883831607,19.0,11.677436120431185,2025-03-22 17:40:35
2018-09-30,1222470.6,1656190.8373128974,1212157.381876956,2118440.0607915865,Fitted,2877683.088,2531025.0331250057,18.0,14.687211883413475,2025-03-22 17:40:35
2018-10-31,2249711.87,1796983.4591803765,1305946.882681872,2223872.639409443,Fitted,2263179.778,2373597.29809402,18.0,14.417372134084047,2025-03-22 17:40:35
2018-11-30,1939409.96,1925340.2577133104,1446302.3621639726,2331112.095420729,Fitted,1731484.64,2603501.3916361798,5.0,14.280981166147884,2025-03-22 17:40:35
2018-12-31,1482792.84,1910414.4247907475,1482734.4266827255,2363159.3171551335,Fitted,2767227.89,2115850.3861934803,11.0,11.991907849070712,2025-03-22 17:40:35
2019-01-31,2127225.02,2116474.977881707,1648541.2701182915,2559802.806431511,Fitted,3572884.661,2646877.1649314933,21.0,14.228209873889595,2025-03-22 17:40:35
2019-02-28,2160835.26,1999505.8795515317,1553643.9931332672,2498428.8732510693,Fitted,3358937.97,2593017.1924554906,10.0,14.329073944839696,2025-03-22 17:40:35
2019-03-31,2860021.31,2059242.3290135872,1570097.9051829844,2511799.940929327,Fitted,4540530.886,2762163.110372595,15.0,16.13922288585783,2025-03-22 17:40:35
2019-04-30,2311900.09,2208706.491320421,1762649.8278331936,2677220.9174478557,Fitted,2690755.758,2510451.840079423,14.0,15.330847056900762,2025-03-22 17:40:35
2019-05-31,2282023.7,2087970.5899578538,1631889.3457389302,2573295.5799240842,Fitted,3335218.781,2441921.114079451,18.0,15.345724105438684,2025-03-22 17:40:35
2019-06-30,2411533.35,1957133.0985591314,1507510.192757034,2418383.0903273076,Fitted,2082052.161,2424944.302524894,19.0,15.850712674306878,2025-03-22 17:40:35
2019-07-31,2433979.15,2217655.1035720957,1766907.4337605238,2667151.9723084248,Fitted,2530530.32,2317670.4688924956,8.0,10.971337475164415,2025-03-22 17:40:35
2019-08-31,1665229.4,1795001.431196363,1297913.718598709,2231100.483611007,Fitted,1925620.28,2346669.271254258,11.0,12.237604019028945,2025-03-22 17:40:35
2019-09-30,1754382.48,1646961.09181071,1183841.6224160977,2123296.1133723655,Fitted,1645811.62,2578043.573791365,9.0,15.34613596561414,2025-03-22 17:40:35
2019-10-31,1695773.84,1804399.081328635,1356267.8276576845,2249203.0625227923,Fitted,2581391.757,2427475.763723406,22.0,14.808229962976586,2025-03-22 17:40:35
2019-11-30,2524529.51,1938613.4321433855,1508753.5404427543,2402794.08706893,Fitted,2037140.015,2625470.743911774,21.0,14.729341485148941,2025-03-22 17:40:35
2019-12-31,2955954.39,1929205.5439617916,1483826.690243687,2355256.225384807,Fitted,2556454.233,2147436.2782887,8.0,12.34070643672739,2025-03-22 17:40:35
2020-01-31,1996322.15,2113229.271698093,1685360.8913197184,2605195.584209966,Fitted,2908845.533,2670991.7654149253,16.0,14.896953363130086,2025-03-22 17:40:35
2020-02-29,1289924.83,2023409.323446318,1537543.9832906157,2494935.0075796763,Fitted,2303483.028,2572601.463239421,19.0,14.924279313762044,2025-03-22 17:40:35
2020-03-31,2616185.31,2067159.7364698858,1564928.590408151,2508749.9897427103,Fitted,2728605.27,2762733.2493315293,31.0,16.693571900250827,2025-03-22 17:40:35
2020-04-30,2656716.48,2205591.140086653,1780787.601117064,2663567.212420456,Fitted,2628696.512,2595477.893451923,15.0,15.769874115548205,2025-03-22 17:40:35
2020-05-31,1516910.72,2098902.958408354,1618255.0328943839,2580837.879670669,Fitted,1940096.01,2459826.587459471,17.0,15.898435036840006,2025-03-22 17:40:35
2020-06-30,982266.28,1946486.4771659868,1481366.7568525402,2437981.570614221,Fitted,2529772.455,2497583.285041024,17.0,16.263846577114904,2025-03-22 17:40:35
2020-07-31,1229852.67,2196557.554994511,1704647.831345805,2635347.071017526,Fitted,1186189.639,2358405.8850039444,8.0,11.84168877832008,2025-03-22 17:40:35
2020-08-31,985374.84,1810512.978761374,1324561.6050946598,2258315.6959845265,Fitted,2786112.2,2385208.4006693563,7.0,12.537921365009094,2025-03-22 17:40:35
2020-09-30,1422751.82,1699113.454904351,1221322.924395374,2156498.679493219,Fitted,3094625.371,2591358.6645857296,13.0,15.32756634970321,2025-03-22 17:40:35
2020-10-31,1618674.85,1807294.2980501233,1336165.487177033,2273752.8987558787,Fitted,1612281.29,2418994.310715062,15.0,15.591014961516363,2025-03-22 17:40:35
2020-11-30,1674978.67,1923205.9483799706,1458782.5159761761,2394206.93025346,Fitted,2372503.355,2712209.9162614266,15.0,15.349025898777786,2025-03-22 17:40:35
2020-12-31,1541133.31,1896101.2506006262,1442488.5486561386,2335609.741269676,Fitted,2991259.893,2207551.1540663084,15.0,13.274887661811503,2025-03-22 17:40:35
2021-01-31,2091456.27,2145724.4240339114,1688895.0485303395,2611158.581405655,Fitted,2419945.273,2753834.681884969,11.0,14.864955494919819,2025-03-22 17:40:35
2021-02-28,2011336.87,2023298.9842991387,1575720.2675849542,2465744.7133003813,Fitted,2147558.449,2630476.518029346,16.0,15.383639026324229,2025-03-22 17:40:35
2021-03-31,1823234.14,2072316.8122925637,1630151.6449713686,2542203.8774386,Fitted,3074563.702,2814444.8238205155,13.0,17.16539732332956,2025-03-22 17:40:35
2021-04-30,1694205.9,2214601.9730550456,1736391.6541810278,2659234.3175747553,Fitted,2425264.835,2618741.5660581524,20.0,16.27959137261971,2025-03-22 17:40:35
2021-05-31,2077831.93,2103169.0367235113,1641487.8875090631,2550625.988718264,Fitted,2520745.955,2505266.407625588,11.0,16.370454393711015,2025-03-22 17:40:35
2021-06-30,1468225.88,1957879.7444453684,1500260.9424269642,2423254.3940040627,Fitted,2725533.554,2524800.761727797,20.0,16.78377512376025,2025-03-22 17:40:35
2021-07-31,1566813.21,2211919.968080701,1745144.2743925508,2689251.0500348285,Fitted,2766974.401,2395942.568446476,12.0,12.20466078177255,2025-03-22 17:40:35
2021-08-31,1434771.42,1813648.063366674,1391135.2852025267,2283323.8251855075,Fitted,2297292.832,2423468.390629051,13.0,13.089240639814856,2025-03-22 17:40:35
2021-09-30,2094795.68,1689547.1208238695,1228483.6693084503,2125460.342084812,Fitted,3165732.824,2638254.711833479,20.0,15.99268769356355,2025-03-22 17:40:35
2021-10-31,2004625.36,1813914.8150005003,1383880.5569198024,2252102.901636727,Fitted,2340832.344,2473560.8055733484,5.0,15.990063282367753,2025-03-22 17:40:35
2021-11-30,2174466.74,1936166.7940297348,1457998.2379939698,2402642.854940653,Fitted,3144961.21,2735217.5256817644,19.0,15.799324488763109,2025-03-22 17:40:35
2021-12-31,2442210.88,1915341.7056448464,1459696.2322098382,2382917.083640664,Fitted,1478894.668,2238691.0583054484,7.0,13.61508598496303,2025-03-22 17:40:35
2022-01-31,2330815.38,2143277.304631137,1687696.6253455146,2612755.8788738474,Fitted,2716352.065,2777292.7248049406,10.0,15.529222864248139,2025-03-22 17:40:35
2022-02-28,2421085.36,2023312.62855339,1601517.2728025825,2499778.9413277246,Fitted,2439887.732,2688688.623569664,17.0,15.841110378742247,2025-03-22 17:40:35
2022-03-31,2514404.64,2077662.4655813496,1635547.735744332,2582139.2489768616,Fitted,2124246.626,2865658.821284225,20.0,17.636477331980426,2025-03-22 17:40:35
2022-04-30,2446739.48,2223626.9723684005,1762437.670977298,2686286.231272102,Fitted,2909220.885,2641792.8154949606,16.0,16.789118376376607,2025-03-22 17:40:35
2022-05-31,2441604.89,2107510.396140122,1643569.5259965763,2537824.3072981043,Fitted,2064729.91,2550695.997028938,10.0,16.842080088809972,2025-03-22 17:40:35
2022-06-30,1925807.55,1969417.7078755463,1479777.6189878124,2424067.7603732054,Fitted,2442759.869,2551981.499095772,23.0,17.301918744120503,2025-03-22 17:40:35
2022-07-31,2033204.28,2226941.7931944127,1739090.3250670668,2701700.386371418,Fitted,1084939.88,2433760.885310133,4.0,12.570365512677654,2025-03-22 17:40:35
2022-08-31,1928347.96,1816460.790941467,1331844.0331694626,2234312.2664098353,Fitted,1887930.45,2462021.6805584575,19.0,13.645041347163389,2025-03-22 17:40:35
2022-09-30,1548099.3,1680142.8273974173,1208285.2872991445,2106594.488052873,Fitted,3137573.98,2685219.925991534,26.0,16.654817134411857,2025-03-22 17:40:35
2022-10-31,1858951.59,1820936.0802752096,1357502.8830949047,2302673.9055552124,Fitted,2047855.362,2527792.1916748015,19.0,16.38497741015371,2025-03-22 17:40:35
2022-11-30,1700787.46,1949293.489518825,1520692.6519559058,2420413.2460133997,Fitted,3235523.19,2757696.2859192383,18.0,16.24858646533131,2025-03-22 17:40:35
2022-12-31,2132207.16,1934368.2876642467,1458526.6984390768,2381338.8715559356,Fitted,2131180.01,2270045.281201983,26.0,13.959513172135784,2025-03-22 17:40:35
2023-01-31,2556658.3,2140429.4718229994,1711605.2263384352,2588742.5176822674,Fitted,2607551.54,2801072.0606657113,14.0,16.195815220837954,2025-03-22 17:40:35
2023-02-28,2066868.09,2023460.9434895425,1554957.2466697067,2465399.883290949,Fitted,3052788.58,2747212.0888448763,15.0,16.296679313360826,2025-03-22 17:40:35
2023-03-31,2386457.31,2083198.0240194856,1621262.6175668873,2538004.3332541636,Fitted,3042895.71,2916358.007487623,18.0,18.10682827826153,2025-03-22 17:40:35
2023-04-30,2078173.5,2232662.7973419293,1727661.3000971482,2695370.588293463,Fitted,1022852.888,2664646.7379380995,10.0,17.298452468970837,2025-03-22 17:40:35
2023-05-31,2325673.15,2111927.5273621334,1658746.8772113903,2537690.1721080816,Fitted,3311208.47,2596116.0127067543,22.0,17.313329537830054,2025-03-22 17:40:35
2023-06-30,1852175.06,1981090.6469791904,1509702.541783016,2442942.9628716987,Fitted,3080543.12,2579139.2018958083,21.0,17.81831812636274,2025-03-22 17:40:35
2023-07-31,1921717.36,2241613.2833749224,1743057.776727812,2681527.150944907,Fitted,2217186.32,2471865.369032108,16.0,12.938942947540651,2025-03-22 17:40:35
2023-08-31,1446480.26,1818960.2423819762,1387332.7153244256,2275833.5315780723,Fitted,3877192.63,2500864.1721623265,13.0,14.205209511727137,2025-03-22 17:40:35
2023-09-30,2270045.94,1670919.901518905,1206573.636652398,2150835.025214683,Fitted,3221570.367,2732238.475276342,26.0,17.31374147793905,2025-03-22 17:40:35
2023-10-31,1786991.95,1828357.889510387,1358258.2063958284,2295798.118166742,Fitted,3113207.74,2581670.6658044197,22.0,16.775835495579496,2025-03-22 17:40:35
2023-11-30,2000769.8,1962572.2388478909,1465169.179704701,2404279.8713103654,Fitted,2878958.81,2779665.6465695375,19.0,16.69694703737654,2025-03-22 17:40:35
2023-12-31,2054317.8,1953164.3491397048,1473308.3188671628,2418438.821599134,Fitted,2104117.68,2301631.1815425004,10.0,14.308312009234989,2025-03-22 17:40:35
2024-01-31,2576562.57,2137188.075349338,1679375.1642302244,2608851.405986095,Fitted,2843154.1,2825186.669264956,22.0,16.864558955918326,2025-03-22 17:40:35
2024-02-29,2389917.93,2047368.1256694114,1579439.159926187,2498636.615412381,Fitted,3079523.66,2726796.367647063,22.0,16.89188492552277,2025-03-22 17:40:35
2024-03-31,1613714.32,2091118.5370769077,1671593.2388528837,2559135.19022833,Fitted,2926001.911,2916928.1543654334,23.0,18.66117753315365,2025-03-22 17:40:35
2024-04-30,2487742.59,2229549.9391298406,1770369.2449551583,2689049.6327927276,Fitted,2391873.556,2749672.799091659,22.0,17.73747976891073,2025-03-22 17:40:35
2024-05-31,2581158.45,2122861.7558355853,1666654.9500879114,2608438.8063959195,Fitted,3131958.56,2614021.4937255615,17.0,17.866040711343135,2025-03-22 17:40:35
2024-06-30,1704088.77,1970445.2730292215,1480954.7670770898,2429143.4757027295,Fitted,3407866.06,2651778.1919130175,14.0,18.231452272080187,2025-03-22 17:40:35
2024-07-31,2315878.7,2220516.3492417345,1760048.8060097774,2693123.118827568,Fitted,2726852.25,2512600.792502287,10.0,13.809294494426245,2025-03-22 17:40:35
2024-08-31,1710478.78,1834471.7716771527,1420032.549565353,2344234.60370339,Fitted,1792933.271,2539403.308184447,9.0,14.505527102149582,2025-03-22 17:40:35
2024-09-30,1577852.82,1723072.2465318763,1263868.6534700359,2182005.6052783537,Fitted,2967290.695,2745553.5721169375,10.0,17.295172107196656,2025-03-22 17:40:35
2024-10-31,1708064.91,1831253.0883462266,1376649.5727964805,2358344.3128533643,Fitted,2656318.21,2573189.21826316,20.0,17.55862074004371,2025-03-22 17:40:35
2024-11-30,1326014.32,1947164.7373877107,1477706.9818340144,2402050.8060166035,Fitted,3417666.784,2866404.8238256723,14.0,17.316631697659584,2025-03-22 17:40:35
2024-12-31,1659811.14,1920060.038276889,1444784.8265746345,2376047.5023158966,Fitted,2071062.16,2361746.0616475367,16.0,15.242493481727502,2025-03-22 17:40:35
2025-01-31,2131294.37,2169683.2116823955,1702885.49895378,2632957.0848535863,Fitted,3073348.775,2908029.5895331516,19.0,16.832561314796475,2025-03-22 17:40:35
